subject,list,position,trial_type,item,item_number,session,distractor,category,response,response_time
201,1,1,study,MASCARA,647,1,0,obj,1,1.38
201,1,2,study,GOLF CLUB,607,1,0,obj,1,1.161
201,1,3,study,KEYCHAIN,627,1,0,obj,3,1.125
201,1,4,study,LOS ANGELES,371,1,0,loc,2,1.238
201,1,5,study,GETTYSBURG,326,1,0,loc,3,1.228
201,1,6,study,LIBRARY OF CONGRESS,365,1,0,loc,2,1.663
201,1,7,study,KATE WINSLET,148,1,0,cel,1,1.028
201,1,8,study,KEVIN SPACEY,157,1,0,cel,2,1.12
201,1,9,study,WOLF BLITZER,255,1,0,cel,3,1.344
201,1,10,study,DANE COOK,63,1,0,cel,1,1.07
201,1,11,study,VEST,756,1,0,obj,2,1.044
201,1,12,study,WINDOW,764,1,0,obj,1,1.267
201,1,13,study,TOASTER,741,1,0,obj,2,1.215
201,1,14,study,RECORD,691,1,0,obj,1,1.092
201,1,15,study,BARCODE SCANNER,526,1,0,obj,3,1.765
201,1,16,study,VIN DIESEL,250,1,0,cel,4,1.588
201,1,17,study,TINA FEY,241,1,0,cel,1,0.959
201,1,18,study,DANIEL TOSH,65,1,0,cel,1,1.141
201,1,19,study,QUEEN ELIZABETH,207,1,0,cel,3,1.567
201,1,20,study,WAILING WALL,493,1,0,loc,2,1.659
201,1,21,study,GRAND CENTRAL STATION,334,1,0,loc,1,1.698
201,1,22,study,CAPILANO BRIDGE,288,1,0,loc,3,1.92
201,1,23,study,DEATH VALLEY,308,1,0,loc,3,1.394
201,1,24,study,OXFORD,412,1,0,loc,2,1.346
201,1,1,recall,OXFORD,412,1,0,loc,2,1.346
201,1,2,recall,DEATH VALLEY,308,1,0,loc,3,1.394
201,1,3,recall,QUEEN ELIZABETH,207,1,0,cel,3,1.567
201,1,4,recall,TINA FEY,241,1,0,cel,1,0.959
201,1,5,recall,VIN DIESEL,250,1,0,cel,4,1.588
201,1,6,recall,DANIEL TOSH,65,1,0,cel,1,1.141
201,1,7,recall,WOLF BLITZER,255,1,0,cel,3,1.344
201,1,8,recall,WAILING WALL,493,1,0,loc,2,1.659
201,1,9,recall,GETTYSBURG,326,1,0,loc,3,1.228
201,1,10,recall,DANE COOK,63,1,0,cel,1,1.07
201,1,11,recall,KATE WINSLET,148,1,0,cel,1,1.028
201,1,12,recall,GRAND CENTRAL STATION,334,1,0,loc,1,1.698
201,2,1,study,ATOMIUM,268,1,7.5,loc,3,1.999
201,2,2,study,SOHO,457,1,7.5,loc,2,1.339
201,2,3,study,ALCATRAZ,260,1,7.5,loc,1,1.697
201,2,4,study,PAPER BAG,665,1,7.5,obj,3,1.314
201,2,5,study,SPEAKER,719,1,7.5,obj,3,1.248
201,2,6,study,WHISTLE,763,1,7.5,obj,2,1.561
201,2,7,study,JON STEWART,140,1,7.5,cel,1,1.274
201,2,8,study,CLAIRE DANES,53,1,7.5,cel,1,1.314
201,2,9,study,CHER,47,1,7.5,cel,2,1.382
201,2,10,study,MISSISSIPPI RIVER,387,1,7.5,loc,3,1.591
201,2,11,study,MONT BLANC,388,1,7.5,loc,1,1.315
201,2,12,study,QUEBEC,430,1,7.5,loc,1,0.897
201,2,13,study,SERENGETI PLAIN,447,1,7.5,loc,NaN,2
201,2,14,study,ROCK OF GIBRALTAR,435,1,7.5,loc,3,1.375
201,2,15,study,AL PACINO,3,1,7.5,cel,1,1.221
201,2,16,study,TIGER WOODS,240,1,7.5,cel,4,1.485
201,2,17,study,CONAN O'BRIEN,57,1,7.5,cel,1,1.188
201,2,18,study,ELLEN PAGE,83,1,7.5,cel,1,0.901
201,2,19,study,MATT DAMON,176,1,7.5,cel,1,0.874
201,2,20,study,HEADPHONES,614,1,7.5,obj,1,1.225
201,2,21,study,MICROCHIP,651,1,7.5,obj,2,1.458
201,2,22,study,LAWN MOWER,635,1,7.5,obj,3,1.411
201,2,23,study,GAS MASK,600,1,7.5,obj,3,1.575
201,2,24,study,BLENDER,536,1,7.5,obj,2,1.029
201,2,1,recall,BLENDER,536,1,7.5,obj,2,1.029
201,2,2,recall,ELLEN PAGE,83,1,7.5,cel,1,0.901
201,2,3,recall,MICROCHIP,651,1,7.5,obj,2,1.458
201,2,4,recall,CHER,47,1,7.5,cel,2,1.382
201,2,5,recall,LAWN MOWER,635,1,7.5,obj,3,1.411
201,2,6,recall,GAS MASK,600,1,7.5,obj,3,1.575
201,2,7,recall,MATT DAMON,176,1,7.5,cel,1,0.874
201,2,8,recall,AL PACINO,3,1,7.5,cel,1,1.221
201,3,1,study,TRASH CAN,746,1,2.5,obj,2,1.492
201,3,2,study,BOOK,539,1,2.5,obj,2,1.339
201,3,3,study,DEODORANT,573,1,2.5,obj,1,0.885
201,3,4,study,RING,694,1,2.5,obj,1,1.482
201,3,5,study,PIERCE BROSNAN,203,1,2.5,cel,1,0.997
201,3,6,study,CHRISTIAN BALE,50,1,2.5,cel,1,1.037
201,3,7,study,KATIE COURIC,149,1,2.5,cel,1,0.927
201,3,8,study,PEARL HARBOR,417,1,2.5,loc,2,1.097
201,3,9,study,MALL OF AMERICA,377,1,2.5,loc,3,1.307
201,3,10,study,THE VENETIAN,474,1,2.5,loc,1,1.046
201,3,11,study,CENTRAL PARK,292,1,2.5,loc,1,0.894
201,3,12,study,PILL,678,1,2.5,obj,2,1.15
201,3,13,study,NEST,660,1,2.5,obj,3,1.088
201,3,14,study,MAYONNAISE,649,1,2.5,obj,4,1.233
201,3,15,study,KETCHUP,626,1,2.5,obj,1,1.087
201,3,16,study,QUINCY MARKET,431,1,2.5,loc,2,1.336
201,3,17,study,BRITISH MUSEUM,277,1,2.5,loc,1,1.031
201,3,18,study,CHARTRES CATHEDRAL,293,1,2.5,loc,1,1.371
201,3,19,study,WASHINGTON MONUMENT,496,1,2.5,loc,2,1.276
201,3,20,study,JACK BLACK,111,1,2.5,cel,2,1.288
201,3,21,study,GWEN STEFANI,96,1,2.5,cel,1,0.995
201,3,22,study,KEANU REEVES,151,1,2.5,cel,1,0.981
201,3,23,study,QUEEN LATIFAH,208,1,2.5,cel,1,0.978
201,3,24,study,COLIN FARRELL,55,1,2.5,cel,2,1.272
201,3,1,recall,COLIN FARRELL,55,1,2.5,cel,2,1.272
201,3,2,recall,QUEEN LATIFAH,208,1,2.5,cel,1,0.978
201,3,3,recall,QUINCY MARKET,431,1,2.5,loc,2,1.336
201,3,4,recall,CHATEAU CHARTRES,-1,1,2.5,,NaN,NaN
201,3,5,recall,WASHINGTON MONUMENT,496,1,2.5,loc,2,1.276
201,3,6,recall,PIERCE BROSNAN,203,1,2.5,cel,1,0.997
201,3,7,recall,GWEN STEFANI,96,1,2.5,cel,1,0.995
201,3,8,recall,TRASH CAN,746,1,2.5,obj,2,1.492
201,3,9,recall,JACK BLACK,111,1,2.5,cel,2,1.288
201,3,10,recall,LAWN MOWER,635,1,2.5,obj,3,1.411
201,4,1,study,JAMES FRANCO,115,1,2.5,cel,1,1.238
201,4,2,study,PRINCE CHARLES,204,1,2.5,cel,3,1.126
201,4,3,study,BRITNEY SPEARS,39,1,2.5,cel,4,1.123
201,4,4,study,JAY-Z,119,1,2.5,cel,1,0.918
201,4,5,study,BOWLING BALL,542,1,2.5,obj,3,1.288
201,4,6,study,TENT,737,1,2.5,obj,2,1
201,4,7,study,INK CARTRIDGE,620,1,2.5,obj,3,1.279
201,4,8,study,SCISSORS,705,1,2.5,obj,2,1.042
201,4,9,study,CHRYSLER BUILDING,296,1,2.5,loc,2,1.348
201,4,10,study,SYDNEY OPERA HOUSE,469,1,2.5,loc,2,1.509
201,4,11,study,PETRIFIED FOREST,420,1,2.5,loc,2,1.682
201,4,12,study,FRAN DRESCHER,88,1,2.5,cel,2,1.461
201,4,13,study,HILARY DUFF,103,1,2.5,cel,3,1.358
201,4,14,study,NELSON MANDELA,189,1,2.5,cel,1,1.067
201,4,15,study,HUGH JACKMAN,107,1,2.5,cel,1,0.865
201,4,16,study,POMPEII,426,1,2.5,loc,2,1.179
201,4,17,study,SALT LAKE TEMPLE,443,1,2.5,loc,4,1.539
201,4,18,study,LINCOLN CENTER,366,1,2.5,loc,1,0.982
201,4,19,study,ROSE BOWL,439,1,2.5,loc,2,1.314
201,4,20,study,FLORENCE,319,1,2.5,loc,1,0.951
201,4,21,study,THERMOS,739,1,2.5,obj,2,1.223
201,4,22,study,MOP,656,1,2.5,obj,2,1.928
201,4,23,study,MASK,648,1,2.5,obj,2,0.937
201,4,24,study,CACTUS,552,1,2.5,obj,3,1.472
201,4,1,recall,CACTUS,552,1,2.5,obj,3,1.472
201,4,2,recall,MOP,656,1,2.5,obj,2,1.928
201,4,3,recall,FLORENCE,319,1,2.5,loc,1,0.951
201,4,4,recall,LINCOLN CENTER,366,1,2.5,loc,1,0.982
201,4,5,recall,ROSE BOWL,439,1,2.5,loc,2,1.314
201,4,6,recall,JAY-Z,119,1,2.5,cel,1,0.918
201,4,7,recall,BRITNEY SPEARS,39,1,2.5,cel,4,1.123
201,4,8,recall,FRAN DRESCHER,88,1,2.5,cel,2,1.461
201,4,9,recall,MOP,656,1,2.5,obj,2,1.928
201,4,10,recall,BOWLING BALL,542,1,2.5,obj,3,1.288
201,5,1,study,ST PATRICKS CATHEDRAL,462,1,0,loc,1,1.441
201,5,2,study,VATICAN CITY,486,1,0,loc,2,1.614
201,5,3,study,CHICAGO,295,1,0,loc,1,1.769
201,5,4,study,TAJ MAHAL,472,1,0,loc,2,1.797
201,5,5,study,PURSE,686,1,0,obj,1,1.214
201,5,6,study,TAMBOURINE,733,1,0,obj,3,1.359
201,5,7,study,BANANA,523,1,0,obj,3,1.289
201,5,8,study,WHIP,762,1,0,obj,3,1.403
201,5,9,study,BARBARA WALTERS,22,1,0,cel,1,0.902
201,5,10,study,SYLVESTER STALLONE,237,1,0,cel,2,1.429
201,5,11,study,PAUL MCCARTNEY,199,1,0,cel,2,1.114
201,5,12,study,DAVID DUCHOVNY,69,1,0,cel,3,1.4
201,5,13,study,JOHN LITHGOW,134,1,0,cel,1,1.703
201,5,14,study,GRACELAND,332,1,0,loc,2,1.472
201,5,15,study,PANTHEON,414,1,0,loc,NaN,2
201,5,16,study,SUPREME COURT,467,1,0,loc,2,1.189
201,5,17,study,TIMES SQUARE,476,1,0,loc,4,1.469
201,5,18,study,BRYAN CRANSTON,42,1,0,cel,3,1.34
201,5,19,study,MICHAEL JORDAN,182,1,0,cel,1,1.235
201,5,20,study,PATRICK STEWART,198,1,0,cel,1,1.451
201,5,21,study,SOCK,718,1,0,obj,3,1.397
201,5,22,study,PIE,676,1,0,obj,2,1.209
201,5,23,study,DICE,575,1,0,obj,1,1.25
201,5,24,study,CHAIR,562,1,0,obj,2,1.425
201,5,1,recall,PIE,676,1,0,obj,2,1.209
201,5,2,recall,DICE,575,1,0,obj,1,1.25
201,5,3,recall,CHAIR,562,1,0,obj,2,1.425
201,5,4,recall,TIMES SQUARE,476,1,0,loc,4,1.469
201,5,5,recall,JOHN LITHGOW,134,1,0,cel,1,1.703
201,5,6,recall,PATRICK STEWART,198,1,0,cel,1,1.451
201,5,7,recall,TAJ MAHAL,472,1,0,loc,2,1.797
201,5,8,recall,PAUL MCCARTNEY,199,1,0,cel,2,1.114
201,5,9,recall,SYLVESTER STALLONE,237,1,0,cel,2,1.429
201,5,10,recall,ST PATRICKS CATHEDRAL,462,1,0,loc,1,1.441
201,5,11,recall,BARBARA WALTERS,22,1,0,cel,1,0.902
201,5,12,recall,PURSE,686,1,0,obj,1,1.214
201,5,13,recall,WHIP,762,1,0,obj,3,1.403
201,6,1,study,DELPHI,310,1,7.5,loc,3,1.233
201,6,2,study,PANAMA CANAL,413,1,7.5,loc,2,1.751
201,6,3,study,SIERRA NEVADA,452,1,7.5,loc,2,1.806
201,6,4,study,SALT FLATS,442,1,7.5,loc,3,1.889
201,6,5,study,SEAN COMBS,225,1,7.5,cel,1,1.262
201,6,6,study,KEVIN BACON,155,1,7.5,cel,2,1.659
201,6,7,study,BILL CLINTON,28,1,7.5,cel,3,1.603
201,6,8,study,ALEC BALDWIN,5,1,7.5,cel,3,1.501
201,6,9,study,BANDAID,524,1,7.5,obj,1,1.5
201,6,10,study,CALENDAR,554,1,7.5,obj,3,1.542
201,6,11,study,DRUM,582,1,7.5,obj,4,1.588
201,6,12,study,LAMP,633,1,7.5,obj,1,1.361
201,6,13,study,BOSTON COMMON,274,1,7.5,loc,2,1.691
201,6,14,study,FISHERMAN'S WHARF,318,1,7.5,loc,NaN,2
201,6,15,study,ALAMO,259,1,7.5,loc,3,1.79
201,6,16,study,LUXEMBOURG PALACE,373,1,7.5,loc,1,1.375
201,6,17,study,DRESS,580,1,7.5,obj,1,1.042
201,6,18,study,NECKLACE,659,1,7.5,obj,1,0.81
201,6,19,study,BOTTLE,540,1,7.5,obj,1,1.325
201,6,20,study,FAUCET,587,1,7.5,obj,3,1.305
201,6,21,study,ASHTON KUTCHER,19,1,7.5,cel,1,0.8
201,6,22,study,ANTONIO BANDERAS,17,1,7.5,cel,1,1.365
201,6,23,study,ROBERTO BENIGNI,217,1,7.5,cel,4,1.833
201,6,24,study,MERYL STREEP,180,1,7.5,cel,1,0.823
201,6,1,recall,ROBERTO BENIGNI,217,1,7.5,cel,4,1.833
201,6,2,recall,MERYL STREEP,180,1,7.5,cel,1,0.823
201,6,3,recall,SEAN COMBS,225,1,7.5,cel,1,1.262
201,6,4,recall,DRESS,580,1,7.5,obj,1,1.042
201,6,5,recall,NECKLACE,659,1,7.5,obj,1,0.81
201,6,6,recall,QUINCY MARKET,431,1,7.5,loc,2,1.336
201,6,7,recall,BOSTON COMMON,274,1,7.5,loc,2,1.691
201,7,1,study,DEMI MOORE,73,1,0,cel,NaN,2
201,7,2,study,SOFIA VERGARA,230,1,0,cel,1,0.926
201,7,3,study,KEN GRIFFEY,154,1,0,cel,3,1.261
201,7,4,study,JIM BELUSHI,126,1,0,cel,3,1.315
201,7,5,study,CRATER LAKE,306,1,0,loc,4,1.136
201,7,6,study,MOUNT RAINIER,397,1,0,loc,3,1.428
201,7,7,study,ST MARKS BASILICA,461,1,0,loc,1,1.438
201,7,8,study,WALK OF FAME,494,1,0,loc,3,1.334
201,7,9,study,CANOE,557,1,0,obj,2,1.017
201,7,10,study,APRON,517,1,0,obj,1,1.511
201,7,11,study,PEPPER,671,1,0,obj,2,1.416
201,7,12,study,SHOVEL,712,1,0,obj,2,1.16
201,7,13,study,CAPE HORN,286,1,0,loc,3,1.374
201,7,14,study,EPCOT CENTER,315,1,0,loc,3,1.521
201,7,15,study,NORTH POLE,406,1,0,loc,1,1.411
201,7,16,study,SPACE NEEDLE,459,1,0,loc,4,1.367
201,7,17,study,WILL FERRELL,253,1,0,cel,1,1.137
201,7,18,study,JON CRYER,138,1,0,cel,2,1.077
201,7,19,study,MEL GIBSON,179,1,0,cel,1,1.054
201,7,20,study,DAVE MATTHEWS,67,1,0,cel,1,1.13
201,7,21,study,COMB,566,1,0,obj,2,0.947
201,7,22,study,PAPER CLIP,666,1,0,obj,1,0.997
201,7,23,study,CALCULATOR,553,1,0,obj,2,1.083
201,7,24,study,MAGNET,644,1,0,obj,2,1.255
201,7,1,recall,CALCULATOR,553,1,0,obj,2,1.083
201,7,2,recall,MAGNET,644,1,0,obj,2,1.255
201,7,3,recall,KEN GRIFFEY,154,1,0,cel,3,1.261
201,7,4,recall,DAVE MATTHEWS,67,1,0,cel,1,1.13
201,7,5,recall,MEL GIBSON,179,1,0,cel,1,1.054
201,7,6,recall,SPACE NEEDLE,459,1,0,loc,4,1.367
201,7,7,recall,JON CRYER,138,1,0,cel,2,1.077
201,7,8,recall,WILL FERRELL,253,1,0,cel,1,1.137
201,7,9,recall,CALCULATOR,553,1,0,obj,2,1.083
201,7,10,recall,MAGNET,644,1,0,obj,2,1.255
201,7,11,recall,ST MARKS BASILICA,461,1,0,loc,1,1.438
201,8,1,study,SAMUEL L JACKSON,221,1,2.5,cel,1,1.354
201,8,2,study,ANNETTE BENING,15,1,2.5,cel,3,1.338
201,8,3,study,DAVID HASSELHOFF,70,1,2.5,cel,3,1.432
201,8,4,study,CHRIS ROCK,49,1,2.5,cel,1,1.033
201,8,5,study,MONTICELLO,391,1,2.5,loc,1,1.64
201,8,6,study,ROMAN FORUM,438,1,2.5,loc,2,1.185
201,8,7,study,WRIGLEY BUILDING,507,1,2.5,loc,2,1.402
201,8,8,study,YUKON RIVER,512,1,2.5,loc,3,1.112
201,8,9,study,WATER GUN,760,1,2.5,obj,1,1.024
201,8,10,study,JEANS,624,1,2.5,obj,1,0.848
201,8,11,study,FOAM CUP,595,1,2.5,obj,3,1.135
201,8,12,study,MEDAL,650,1,2.5,obj,1,0.863
201,8,13,study,BUCKINGHAM PALACE,281,1,2.5,loc,1,1.247
201,8,14,study,OLD FAITHFUL,409,1,2.5,loc,3,1.273
201,8,15,study,FORT KNOX,322,1,2.5,loc,4,1.403
201,8,16,study,FLORIDA KEYS,320,1,2.5,loc,1,0.993
201,8,17,study,FIREPLACE,590,1,2.5,obj,2,0.95
201,8,18,study,BRICK,545,1,2.5,obj,3,1.104
201,8,19,study,SYRINGE,731,1,2.5,obj,4,1.132
201,8,20,study,CD,560,1,2.5,obj,2,1.144
201,8,21,study,GARY OLDMAN,90,1,2.5,cel,4,1.312
201,8,22,study,HUGH GRANT,106,1,2.5,cel,1,0.826
201,8,23,study,OLIVIA WILDE,193,1,2.5,cel,1,0.97
201,8,24,study,USHER,249,1,2.5,cel,2,0.994
201,8,1,recall,USHER,249,1,2.5,cel,2,0.994
201,8,2,recall,OLIVIA WILDE,193,1,2.5,cel,1,0.97
201,8,3,recall,OLD FAITHFUL,409,1,2.5,loc,3,1.273
201,8,4,recall,ANNETTE BENING,15,1,2.5,cel,3,1.338
201,9,1,study,MADISON SQUARE GARDEN,376,1,7.5,loc,1,1.405
201,9,2,study,SUEZ CANAL,465,1,7.5,loc,3,1.34
201,9,3,study,PENTAGON,418,1,7.5,loc,2,1.13
201,9,4,study,GREAT ZIMBABWE RUINS,340,1,7.5,loc,3,1.94
201,9,5,study,JOAN RIVERS,129,1,7.5,cel,1,0.982
201,9,6,study,ROBIN WILLIAMS,218,1,7.5,cel,1,0.874
201,9,7,study,OPRAH WINFREY,194,1,7.5,cel,1,0.835
201,9,8,study,BRETT FAVRE,38,1,7.5,cel,2,1.487
201,9,9,study,PLIERS,682,1,7.5,obj,2,1.311
201,9,10,study,YARN,768,1,7.5,obj,2,1.09
201,9,11,study,SPORK,720,1,7.5,obj,1,1.009
201,9,12,study,VIOLIN,757,1,7.5,obj,1,1.311
201,9,13,study,HOWARD STERN,105,1,7.5,cel,3,1.203
201,9,14,study,DEBRA MESSING,72,1,7.5,cel,1,0.972
201,9,15,study,TOM BROKAW,243,1,7.5,cel,1,0.953
201,9,16,study,RALPH NADER,209,1,7.5,cel,3,1.538
201,9,17,study,MECCA,382,1,7.5,loc,1,1.33
201,9,18,study,NAPA VALLEY,400,1,7.5,loc,1,1.044
201,9,19,study,EIFFEL TOWER,313,1,7.5,loc,1,0.978
201,9,20,study,YELLOWSTONE,510,1,7.5,loc,1,1.037
201,9,21,study,BELL,531,1,7.5,obj,2,1.222
201,9,22,study,MOUSETRAP,657,1,7.5,obj,4,1.152
201,9,23,study,TOOTHPASTE,744,1,7.5,obj,1,0.778
201,9,24,study,SHIRT,710,1,7.5,obj,1,1.163
201,9,1,recall,SHIRT,710,1,7.5,obj,1,1.163
201,9,2,recall,MOUSETRAP,657,1,7.5,obj,4,1.152
201,9,3,recall,MECCA,382,1,7.5,loc,1,1.33
201,9,4,recall,EIFFEL TOWER,313,1,7.5,loc,1,0.978
201,9,5,recall,OPRAH WINFREY,194,1,7.5,cel,1,0.835
201,9,6,recall,TOM BROKAW,243,1,7.5,cel,1,0.953
201,9,7,recall,RALPH NADER,209,1,7.5,cel,3,1.538
201,9,8,recall,DEBRA MESSING,72,1,7.5,cel,1,0.972
201,9,9,recall,SHIRT,710,1,7.5,obj,1,1.163
201,9,10,recall,SOUTH AFRICA,-1,1,7.5,,NaN,NaN
201,9,11,recall,COAST,-1,1,7.5,,NaN,NaN
201,10,1,study,BOX,544,1,2.5,obj,2,0.934
201,10,2,study,FRISBEE,598,1,2.5,obj,1,1.067
201,10,3,study,PERFUME,672,1,2.5,obj,1,0.754
201,10,4,study,JENNIFER ANISTON,121,1,2.5,cel,4,1.724
201,10,5,study,JIM CARREY,127,1,2.5,cel,1,0.665
201,10,6,study,HUGH LAURIE,108,1,2.5,cel,1,0.726
201,10,7,study,ROCKY MOUNTAINS,437,1,2.5,loc,1,1.441
201,10,8,study,DELICATE ARCH,309,1,2.5,loc,2,1.213
201,10,9,study,BOURBON STREET,275,1,2.5,loc,1,0.709
201,10,10,study,CHATEAU CHAMBORD,294,1,2.5,loc,1,0.828
201,10,11,study,GRILL,608,1,2.5,obj,1,0.844
201,10,12,study,SHAMPOO,708,1,2.5,obj,1,0.876
201,10,13,study,HIGH CHAIR,616,1,2.5,obj,2,0.974
201,10,14,study,PLATE,681,1,2.5,obj,1,1.07
201,10,15,study,MICROSCOPE,652,1,2.5,obj,3,1.128
201,10,16,study,MORGAN FREEMAN,188,1,2.5,cel,1,0.784
201,10,17,study,CHEVY CHASE,48,1,2.5,cel,2,1.25
201,10,18,study,ANDY SAMBERG,12,1,2.5,cel,1,0.816
201,10,19,study,ARNOLD SCHWARZENEGGER,18,1,2.5,cel,3,1.215
201,10,20,study,KEVIN COSTNER,156,1,2.5,cel,3,1.165
201,10,21,study,ARC DE TRIOMPHE,264,1,2.5,loc,1,0.892
201,10,22,study,LUXOR HOTEL,374,1,2.5,loc,3,1.362
201,10,23,study,MAYAN PYRAMID,381,1,2.5,loc,1,1.102
201,10,24,study,SKYDOME,454,1,2.5,loc,1,1.271
201,10,1,recall,SKYDOME,454,1,2.5,loc,1,1.271
201,10,2,recall,LUXOR HOTEL,374,1,2.5,loc,3,1.362
201,10,3,recall,JIM CARREY,127,1,2.5,cel,1,0.665
201,10,4,recall,PLATE,681,1,2.5,obj,1,1.07
201,10,5,recall,CHATEAU CHAMBORD,294,1,2.5,loc,1,0.828
201,10,6,recall,CHEVY CHASE,48,1,2.5,cel,2,1.25
201,10,7,recall,BOX,544,1,2.5,obj,2,0.934
201,11,1,study,BUCKET,549,1,7.5,obj,2,1.062
201,11,2,study,WHEEL,761,1,7.5,obj,2,1.365
201,11,3,study,SHOE,711,1,7.5,obj,1,1.308
201,11,4,study,FOOTBALL,596,1,7.5,obj,2,1.081
201,11,5,study,JACKIE CHAN,113,1,7.5,cel,2,1.184
201,11,6,study,KEIRA KNIGHTLEY,152,1,7.5,cel,1,0.775
201,11,7,study,ANDRE AGASSI,11,1,7.5,cel,1,0.898
201,11,8,study,JAY LENO,120,1,7.5,cel,2,1.091
201,11,9,study,RICKY GERVAIS,213,1,7.5,cel,2,1.332
201,11,10,study,HOOVER DAM,346,1,7.5,loc,3,0.983
201,11,11,study,NEWGRANGE,403,1,7.5,loc,3,1.199
201,11,12,study,MACHU PICCHU,375,1,7.5,loc,2,1.637
201,11,13,study,SAN FRANCISCO,445,1,7.5,loc,1,1.09
201,11,14,study,COLANDER,565,1,7.5,obj,1,1.358
201,11,15,study,TANKTOP,734,1,7.5,obj,2,1.027
201,11,16,study,BRIEFCASE,546,1,7.5,obj,2,0.808
201,11,17,study,DOOR,578,1,7.5,obj,2,1.145
201,11,18,study,MADONNA,173,1,7.5,cel,1,0.862
201,11,19,study,DREW BARRYMORE,81,1,7.5,cel,1,1.101
201,11,20,study,GWYNETH PALTROW,97,1,7.5,cel,1,0.847
201,11,21,study,GATEWAY ARCH,324,1,7.5,loc,2,1.327
201,11,22,study,SMITHSONIAN CASTLE,455,1,7.5,loc,1,1.21
201,11,23,study,SAHARA,441,1,7.5,loc,3,1.269
201,11,24,study,MGM GRAND,385,1,7.5,loc,4,1.616
201,11,1,recall,MGM GRAND,385,1,7.5,loc,4,1.616
201,11,2,recall,DREW BARRYMORE,81,1,7.5,cel,1,1.101
201,11,3,recall,GWYNETH PALTROW,97,1,7.5,cel,1,0.847
201,11,4,recall,TANKTOP,734,1,7.5,obj,2,1.027
201,11,5,recall,GATEWAY ARCH,324,1,7.5,loc,2,1.327
201,11,6,recall,OPRAH WINFREY,194,1,7.5,cel,1,0.835
201,11,7,recall,MADONNA,173,1,7.5,cel,1,0.862
201,11,8,recall,NEWT GINGRICH,190,1,7.5,,NaN,NaN
201,11,9,recall,JACKIE CHAN,113,1,7.5,cel,2,1.184
201,12,1,study,MICK JAGGER,184,1,0,cel,1,0.963
201,12,2,study,AL GORE,2,1,0,cel,3,1.139
201,12,3,study,BENICIO DEL TORO,26,1,0,cel,3,1.386
201,12,4,study,SCARF,704,1,0,obj,1,0.975
201,12,5,study,TUBA,750,1,0,obj,2,1.061
201,12,6,study,STOCKING,725,1,0,obj,1,1.215
201,12,7,study,SHEA STADIUM,450,1,0,loc,3,1.345
201,12,8,study,HARRODS,342,1,0,loc,1,0.925
201,12,9,study,PARIS OPERA,415,1,0,loc,1,1.361
201,12,10,study,VICTORIA FALLS,490,1,0,loc,1,0.839
201,12,11,study,LADDER,631,1,0,obj,2,1.157
201,12,12,study,SEASHELL,707,1,0,obj,1,1.279
201,12,13,study,SURGE PROTECTOR,729,1,0,obj,3,1.454
201,12,14,study,ROPE,696,1,0,obj,2,1.562
201,12,15,study,HURDLE,618,1,0,obj,3,1.066
201,12,16,study,MOUNT KILIMANJARO,396,1,0,loc,2,1.4
201,12,17,study,CARLSBAD CAVERNS,290,1,0,loc,2,1.39
201,12,18,study,KENSINGTON PALACE,355,1,0,loc,1,0.971
201,12,19,study,TREVI FOUNTAIN,482,1,0,loc,1,1.563
201,12,20,study,DONALD TRUMP,79,1,0,cel,4,1.208
201,12,21,study,WILL SMITH,254,1,0,cel,1,0.788
201,12,22,study,ADAM SANDLER,1,1,0,cel,2,1.126
201,12,23,study,ZOOEY DESCHANEL,256,1,0,cel,1,0.834
201,12,24,study,RICKY MARTIN,214,1,0,cel,2,1.078
201,12,1,recall,RICKY MARTIN,214,1,0,cel,2,1.078
201,12,2,recall,ZOOEY DESCHANEL,256,1,0,cel,1,0.834
201,12,3,recall,KENSINGTON PALACE,355,1,0,loc,1,0.971
201,12,4,recall,PARIS OPERA,415,1,0,loc,1,1.361
201,12,5,recall,VICTORIA FALLS,490,1,0,loc,1,0.839
201,12,6,recall,ADAM SANDLER,1,1,0,cel,2,1.126
201,12,7,recall,AL GORE,2,1,0,cel,3,1.139
201,12,8,recall,LADDER,631,1,0,obj,2,1.157
201,12,9,recall,CHAIR,562,1,0,obj,2,1.425
201,13,1,study,CATHERINE ZETA JONES,44,1,0,cel,1,1.274
201,13,2,study,KIEFER SUTHERLAND,158,1,0,cel,3,1.241
201,13,3,study,DEREK JETER,75,1,0,cel,3,1.068
201,13,4,study,STING,235,1,0,cel,3,1.149
201,13,5,study,CAMERON DIAZ,43,1,0,cel,1,0.839
201,13,6,study,CROWN,571,1,0,obj,3,1.381
201,13,7,study,APPLE,516,1,0,obj,2,0.881
201,13,8,study,PETRI DISH,673,1,0,obj,2,1.428
201,13,9,study,LADLE,632,1,0,obj,3,1.406
201,13,10,study,MOUNT EVEREST,394,1,0,loc,2,1.431
201,13,11,study,COLOSSEUM,303,1,0,loc,1,1.214
201,13,12,study,PETRA,419,1,0,loc,1,1.088
201,13,13,study,KYOTO,359,1,0,loc,2,1.459
201,13,14,study,CANDLE,556,1,0,obj,1,1.305
201,13,15,study,AXE,519,1,0,obj,4,1.108
201,13,16,study,PILLOW,677,1,0,obj,3,1.12
201,13,17,study,THERMOMETER,738,1,0,obj,2,1.483
201,13,18,study,ROBERT PATTINSON,216,1,0,cel,3,1.444
