subject,list,position,trial_type,item,item_number,session,distractor,category,response,response_time
203,20,21,study,MEDAL,650,2,0,obj,1,0.946
203,20,22,study,SOCKET,717,2,0,obj,3,0.849
203,20,23,study,MAGNET,644,2,0,obj,4,0.661
203,20,24,study,MAYONNAISE,649,2,0,obj,4,0.845
203,20,1,recall,MAGNET,644,2,0,obj,4,0.661
203,20,2,recall,MEDAL,650,2,0,obj,1,0.946
203,20,3,recall,MAYONNAISE,649,2,0,obj,4,0.845
203,20,4,recall,JON VOIGHT,141,2,0,cel,4,0.793
203,20,5,recall,QUEEN LATIFAH,208,2,0,cel,3,0.862
203,20,6,recall,MICHAEL JORDAN,182,2,0,cel,2,1.279
203,20,7,recall,BEN AFFLECK,-1,2,0,,NaN,NaN
203,20,8,recall,MATT DAMON,176,2,0,cel,1,1.051
203,20,9,recall,ALCATRAZ,260,2,0,loc,4,0.865
203,20,10,recall,VIENNA,491,2,0,,NaN,NaN
203,20,11,recall,SOCKET,717,2,0,obj,3,0.849
203,20,12,recall,THAT OSMENT KID,-1,2,0,,NaN,NaN
203,21,1,study,SUEZ CANAL,465,2,2.5,loc,4,0.946
203,21,2,study,WASHINGTON SQUARE ARCH,497,2,2.5,loc,3,1.311
203,21,3,study,WESTMINSTER ABBEY,498,2,2.5,loc,4,0.933
203,21,4,study,CRAYON,570,2,2.5,obj,2,1.367
203,21,5,study,GAS MASK,600,2,2.5,obj,4,1.252
203,21,6,study,PIE,676,2,2.5,obj,1,0.855
203,21,7,study,BUCKET,549,2,2.5,obj,3,0.676
203,21,8,study,KIRSTEN DUNST,159,2,2.5,cel,4,0.767
203,21,9,study,TOM CRUISE,244,2,2.5,cel,3,1.182
203,21,10,study,QUEEN ELIZABETH,207,2,2.5,cel,4,0.926
203,21,11,study,POMPEII,426,2,2.5,loc,4,1.114
203,21,12,study,VATICAN CITY,486,2,2.5,loc,2,1.137
203,21,13,study,GRAND CANYON,333,2,2.5,loc,1,1.141
203,21,14,study,LINCOLN CENTER,366,2,2.5,loc,4,0.63
203,21,15,study,SPACE NEEDLE,459,2,2.5,loc,1,0.972
203,21,16,study,SHOVEL,712,2,2.5,obj,3,0.583
203,21,17,study,LADDER,631,2,2.5,obj,1,0.736
203,21,18,study,BOWL,543,2,2.5,obj,1,1.211
203,21,19,study,FLOWER,593,2,2.5,obj,3,0.481
203,21,20,study,BRAD PITT,37,2,2.5,cel,1,1.094
203,21,21,study,UMA THURMAN,248,2,2.5,cel,4,0.828
203,21,22,study,AMY POEHLER,10,2,2.5,cel,4,0.744
203,21,23,study,ASHTON KUTCHER,19,2,2.5,cel,1,0.76
203,21,24,study,GILLIAN-ANDERSON,94,2,2.5,cel,4,0.559
203,21,1,recall,GILLIAN-ANDERSON,94,2,2.5,cel,4,0.559
203,21,2,recall,UMA THURMAN,248,2,2.5,cel,4,0.828
203,21,3,recall,BRAD PITT,37,2,2.5,cel,1,1.094
203,21,4,recall,GRAND CANYON,333,2,2.5,loc,1,1.141
203,21,5,recall,SPACE NEEDLE,459,2,2.5,loc,1,0.972
203,21,6,recall,LADDER,631,2,2.5,obj,1,0.736
203,21,7,recall,SHOVEL,712,2,2.5,obj,3,0.583
203,21,8,recall,BOWL,543,2,2.5,obj,1,1.211
203,22,1,study,TAJ MAHAL,472,2,7.5,loc,4,0.664
203,22,2,study,GREAT ZIMBABWE RUINS,340,2,7.5,loc,4,1.149
203,22,3,study,CHARTRES CATHEDRAL,293,2,7.5,loc,4,0.808
203,22,4,study,LES INVALIDES,363,2,7.5,loc,4,1.137
203,22,5,study,SUPREME COURT,467,2,7.5,loc,1,1.18
203,22,6,study,COUCH,568,2,7.5,obj,1,0.731
203,22,7,study,MOUSETRAP,657,2,7.5,obj,3,1.415
203,22,8,study,JOYSTICK,625,2,7.5,obj,4,0.887
203,22,9,study,PILL,678,2,7.5,obj,1,1.422
203,22,10,study,YARN,768,2,7.5,obj,4,0.979
203,22,11,study,VIN DIESEL,250,2,7.5,cel,4,1.242
203,22,12,study,ROSEANNE BARR,219,2,7.5,cel,4,0.68
203,22,13,study,CINDY CRAWFORD,52,2,7.5,cel,4,0.99
203,22,14,study,MATTHEW PERRY,177,2,7.5,cel,1,0.69
203,22,15,study,NEST,660,2,7.5,obj,4,0.812
203,22,16,study,BOWLING BALL,542,2,7.5,obj,1,1.195
203,22,17,study,JACKET,622,2,7.5,obj,4,0.651
203,22,18,study,ROCKEFELLER CENTER,436,2,7.5,loc,4,0.65
203,22,19,study,STONEHENGE,464,2,7.5,loc,1,1.408
203,22,20,study,WHITE CLIFFS OF DOVER,499,2,7.5,loc,4,0.817
203,22,21,study,GARY OLDMAN,90,2,7.5,cel,4,0.805
203,22,22,study,BONO,36,2,7.5,cel,1,0.92
203,22,23,study,DEREK JETER,75,2,7.5,cel,4,0.692
203,22,24,study,RICKY MARTIN,214,2,7.5,cel,4,0.819
203,22,1,recall,RICKY MARTIN,214,2,7.5,cel,4,0.819
203,22,2,recall,DEREK JETER,75,2,7.5,cel,4,0.692
203,22,3,recall,BONO,36,2,7.5,cel,1,0.92
203,22,4,recall,QUEEN ELIZABETH,207,2,7.5,cel,4,0.926
203,23,1,study,STAMP,722,2,2.5,obj,4,1.181
203,23,2,study,CAR SEAT,559,2,2.5,obj,3,0.976
203,23,3,study,BINDER,534,2,2.5,obj,4,0.615
203,23,4,study,MADONNA,173,2,2.5,cel,4,0.694
203,23,5,study,AL SHARPTON,4,2,2.5,cel,4,0.73
203,23,6,study,OLIVIA WILDE,193,2,2.5,cel,4,0.812
203,23,7,study,TRAFALGAR SQUARE,481,2,2.5,loc,3,0.972
203,23,8,study,YELLOWSTONE,510,2,2.5,loc,NaN,2
203,23,9,study,RIO DE JANEIRO,433,2,2.5,loc,3,0.892
203,23,10,study,JON STEWART,140,2,2.5,cel,1,0.768
203,23,11,study,KOBE BRYANT,160,2,2.5,cel,4,0.628
203,23,12,study,MORGAN FREEMAN,188,2,2.5,cel,4,0.775
203,23,13,study,LEONARDO DICAPRIO,165,2,2.5,cel,1,0.642
203,23,14,study,ANNE HATHAWAY,14,2,2.5,cel,3,0.762
203,23,15,study,CAPE CANAVERAL,285,2,2.5,loc,1,1.043
203,23,16,study,HUDSON RIVER,347,2,2.5,loc,4,0.824
203,23,17,study,NAVAL ACADEMY CHAPEL,402,2,2.5,loc,4,0.604
203,23,18,study,JEFFERSON MEMORIAL,352,2,2.5,loc,2,1.176
203,23,19,study,WOOLWORTH BUILDING,505,2,2.5,loc,4,1.306
203,23,20,study,HANGER,612,2,2.5,obj,2,0.919
203,23,21,study,RAKE,689,2,2.5,obj,4,0.954
203,23,22,study,AXE,519,2,2.5,obj,3,0.681
203,23,23,study,TOASTER,741,2,2.5,obj,4,0.844
203,23,24,study,CALENDAR,554,2,2.5,obj,3,0.622
203,23,1,recall,TOASTER,741,2,2.5,obj,4,0.844
203,23,2,recall,CALENDAR,554,2,2.5,obj,3,0.622
203,23,3,recall,AXE,519,2,2.5,obj,3,0.681
203,23,4,recall,MARINE,-1,2,2.5,,NaN,NaN
203,23,5,recall,NAVAL ACADEMY CHAPEL,402,2,2.5,loc,4,0.604
203,23,6,recall,MATTHEW PERRY,177,2,2.5,cel,1,0.69
203,23,7,recall,RAKE,689,2,2.5,obj,4,0.954
203,23,8,recall,QUEEN LATIFAH,208,2,2.5,cel,3,0.862
203,24,1,study,THERMOS,739,2,0,obj,4,0.785
203,24,2,study,PURSE,686,2,0,obj,3,0.803
203,24,3,study,RING,694,2,0,obj,4,0.621
203,24,4,study,LIGHT SWITCH,640,2,0,obj,4,1.199
203,24,5,study,LIPSTICK,643,2,0,obj,3,1.4
203,24,6,study,BENICIO DEL TORO,26,2,0,cel,4,0.811
203,24,7,study,BILL MAHER,31,2,0,cel,1,0.706
203,24,8,study,SNOOP DOGG,229,2,0,cel,1,0.824
203,24,9,study,JOHN EDWARDS,132,2,0,cel,4,0.745
203,24,10,study,REDWOOD FOREST,432,2,0,loc,1,1.052
203,24,11,study,PHILADELPHIA ART MUSEUM,422,2,0,loc,4,1.39
203,24,12,study,TOWER OF LONDON,479,2,0,loc,4,0.906
203,24,13,study,LINCOLN FINANCIAL FIELD,367,2,0,loc,4,1.243
203,24,14,study,PLACE DE LA CONCORDE,424,2,0,loc,4,1.445
203,24,15,study,INHALER,619,2,0,obj,2,1.662
203,24,16,study,FAN,586,2,0,obj,4,0.676
203,24,17,study,STOVE ,727,2,0,obj,1,1.107
203,24,18,study,CLIFF PALACE,299,2,0,loc,4,0.786
203,24,19,study,ST MARKS BASILICA,461,2,0,loc,1,1.079
203,24,20,study,ANGEL FALLS,262,2,0,loc,4,0.744
203,24,21,study,KEANU REEVES,151,2,0,cel,4,0.742
203,24,22,study,JASON ALEXANDER,117,2,0,cel,1,0.896
203,24,23,study,ROBERTO BENIGNI,217,2,0,cel,4,0.653
203,24,24,study,COURTNEY LOVE,60,2,0,cel,4,0.823
203,24,1,recall,COURTNEY LOVE,60,2,0,cel,4,0.823
203,24,2,recall,JASON ALEXANDER,117,2,0,cel,1,0.896
203,24,3,recall,KEANU REEVES,151,2,0,cel,4,0.742
203,24,4,recall,ANGEL FALLS,262,2,0,loc,4,0.744
203,24,5,recall,BILL MAHER,31,2,0,cel,1,0.706
203,24,6,recall,SNOOP DOGG,229,2,0,cel,1,0.824
203,24,7,recall,CLIFF PALACE,299,2,0,loc,4,0.786
203,24,8,recall,INHALER,619,2,0,obj,2,1.662
203,24,9,recall,MAKEUP,-1,2,0,,NaN,NaN
203,24,10,recall,OVEN,-1,2,0,,NaN,NaN
203,24,11,recall,STOVE,727,2,0,obj,1,1.107
203,24,12,recall,ST MARKS BASILICA,461,2,0,loc,1,1.079
203,25,1,study,BRIEFCASE,546,2,0,obj,4,1.024
203,25,2,study,LAMP,633,2,0,obj,3,1.24
203,25,3,study,PLIERS,682,2,0,obj,2,1.048
203,25,4,study,SWORD,730,2,0,obj,4,0.761
203,25,5,study,BLENDER,536,2,0,obj,4,0.589
203,25,6,study,JON CRYER,138,2,0,cel,4,0.879
203,25,7,study,ALEX RODRIGUEZ,6,2,0,cel,3,1.131
203,25,8,study,BILL GATES,30,2,0,cel,1,0.671
203,25,9,study,JIM BELUSHI,126,2,0,cel,3,1.137
203,25,10,study,KEVIN BACON,155,2,0,cel,4,0.876
203,25,11,study,NEWGRANGE,403,2,0,loc,4,1.019
203,25,12,study,SORBONNE CHAPEL,458,2,0,loc,4,1.087
203,25,13,study,WALK OF FAME,494,2,0,loc,1,1.548
203,25,14,study,MAYAN PYRAMID,381,2,0,loc,4,0.881
203,25,15,study,PANAMA CANAL,413,2,0,loc,4,1.349
203,25,16,study,JULIE BOWEN,145,2,0,cel,3,1.071
203,25,17,study,CATHERINE ZETA JONES,44,2,0,cel,4,0.782
203,25,18,study,ANTHONY HOPKINS,16,2,0,cel,4,1.621
203,25,19,study,SCARF,704,2,0,obj,1,0.773
203,25,20,study,FLUTE,594,2,0,obj,4,0.617
203,25,21,study,FOOTBALL,596,2,0,obj,1,0.858
203,25,22,study,MOUNT VESUVIUS,399,2,0,loc,4,0.547
203,25,23,study,BLUE MOSQUE,273,2,0,loc,4,0.995
203,25,24,study,YOSEMITE,511,2,0,loc,4,0.816
203,25,1,recall,YOSEMITE,511,2,0,loc,4,0.816
203,25,2,recall,BLUE MOSQUE,273,2,0,loc,4,0.995
203,25,3,recall,FLUTE,594,2,0,obj,4,0.617
203,25,4,recall,PLIERS,682,2,0,obj,2,1.048
203,25,5,recall,ANTHONY HOPKINS,16,2,0,cel,4,1.621
203,25,6,recall,KEVIN BACON,155,2,0,cel,4,0.876
203,25,7,recall,BROOM,547,2,0,,NaN,NaN
203,26,1,study,COLIN POWELL,56,2,7.5,cel,4,0.804
203,26,2,study,PETER JENNINGS,200,2,7.5,cel,4,0.745
203,26,3,study,PEYTON MANNING,202,2,7.5,cel,4,0.846
203,26,4,study,SIERRA NEVADA,452,2,7.5,loc,1,1.476
203,26,5,study,VICTORIA FALLS,490,2,7.5,loc,4,0.852
203,26,6,study,WASHINGTON MONUMENT,496,2,7.5,loc,3,0.777
203,26,7,study,ALAMO,259,2,7.5,loc,1,0.904
203,26,8,study,CANDLE,556,2,7.5,obj,1,1.397
203,26,9,study,ALLENWRENCH,514,2,7.5,obj,1,0.879
203,26,10,study,PHONE,674,2,7.5,obj,4,0.42
203,26,11,study,VIENNA,491,2,7.5,loc,4,0.641
203,26,12,study,SAN FRANCISCO,445,2,7.5,loc,1,0.876
203,26,13,study,GREAT SALT LAKE,338,2,7.5,loc,1,1.358
203,26,14,study,WIMBLEDON,502,2,7.5,loc,4,0.631
203,26,15,study,KEYS,628,2,7.5,obj,1,0.85
203,26,16,study,BUGLE,550,2,7.5,obj,4,0.728
203,26,17,study,MANGO,646,2,7.5,obj,4,0.584
203,26,18,study,FLOWERPOT,592,2,7.5,obj,4,0.863
203,26,19,study,MODEM,655,2,7.5,obj,1,0.796
203,26,20,study,SOFIA VERGARA,230,2,7.5,cel,4,0.79
203,26,21,study,REGIS PHILBIN,211,2,7.5,cel,4,0.792
203,26,22,study,SUSAN SARANDON,236,2,7.5,cel,4,0.651
203,26,23,study,JIM CARREY,127,2,7.5,cel,1,0.685
203,26,24,study,HILARY DUFF,103,2,7.5,cel,2,1.205
203,26,1,recall,HILARY DUFF,103,2,7.5,cel,2,1.205
203,26,2,recall,JIM CARREY,127,2,7.5,cel,1,0.685
203,26,3,recall,FLOWERPOT,592,2,7.5,obj,4,0.863
203,26,4,recall,ALLENWRENCH,514,2,7.5,obj,1,0.879
203,26,5,recall,SIERRA NEVADA,452,2,7.5,loc,1,1.476
203,26,6,recall,COLIN POWELL,56,2,7.5,cel,4,0.804
203,26,7,recall,SUSAN SARANDON,236,2,7.5,cel,4,0.651
203,26,8,recall,KEYS,628,2,7.5,obj,1,0.85
203,26,9,recall,HILARY DUFF,103,2,7.5,cel,2,1.205
203,27,1,study,HUNGARIAN PARLIAMENT,348,2,2.5,loc,4,0.901
203,27,2,study,GREAT WALL OF CHINA,339,2,2.5,loc,1,0.805
203,27,3,study,GLACIER NATIONAL PARK,329,2,2.5,loc,4,0.884
203,27,4,study,BANJO,525,2,2.5,obj,1,0.951
203,27,5,study,FIRE EXTINGUISHER,589,2,2.5,obj,4,0.709
203,27,6,study,SAFE,699,2,2.5,obj,4,0.82
203,27,7,study,BEN STILLER,25,2,2.5,cel,1,0.572
203,27,8,study,GEORGE W BUSH,93,2,2.5,cel,4,1.094
203,27,9,study,DENZEL WASHINGTON,74,2,2.5,cel,2,1.006
203,27,10,study,LUXEMBOURG PALACE,373,2,2.5,loc,4,0.699
203,27,11,study,CARLSBAD CAVERNS,290,2,2.5,loc,1,0.89
203,27,12,study,VERRAZANO NARROWS,488,2,2.5,loc,4,0.558
203,27,13,study,WRIGLEY BUILDING,507,2,2.5,loc,4,0.882
203,27,14,study,MONTE CARLO,389,2,2.5,loc,4,0.676
203,27,15,study,JACK BLACK,111,2,2.5,cel,1,0.665
203,27,16,study,PATRICK STEWART,198,2,2.5,cel,4,0.602
203,27,17,study,GWEN STEFANI,96,2,2.5,cel,4,0.672
203,27,18,study,ARNOLD SCHWARZENEGGER,18,2,2.5,cel,4,0.667
203,27,19,study,JUSTIN TIMBERLAKE,147,2,2.5,cel,2,0.95
203,27,20,study,MITTEN,654,2,2.5,obj,4,0.516
203,27,21,study,HANDCUFFS,611,2,2.5,obj,4,0.802
203,27,22,study,PEDAL,668,2,2.5,obj,4,0.601
203,27,23,study,BOTTLE,540,2,2.5,obj,2,1.225
203,27,24,study,LANTERN,634,2,2.5,obj,4,0.381
203,27,1,recall,LANTERN,634,2,2.5,obj,4,0.381
203,27,2,recall,MITTEN,654,2,2.5,obj,4,0.516
203,27,3,recall,GEORGE W BUSH,93,2,2.5,cel,4,1.094
203,27,4,recall,GWEN STEFANI,96,2,2.5,cel,4,0.672
203,27,5,recall,DENZEL WASHINGTON,74,2,2.5,cel,2,1.006
203,27,6,recall,JACK BLACK,111,2,2.5,cel,1,0.665
203,28,1,study,BRICK,545,2,0,obj,4,0.764
203,28,2,study,BIRDHOUSE,535,2,0,obj,3,0.788
203,28,3,study,DRILL,581,2,0,obj,4,0.625
203,28,4,study,CACTUS,552,2,0,obj,1,0.681
203,28,5,study,SHEA STADIUM,450,2,0,loc,4,0.874
203,28,6,study,LONDON DUNGEON,369,2,0,loc,4,1.751
203,28,7,study,INDIANAPOLIS SPEEDWAY,351,2,0,loc,4,0.76
203,28,8,study,PARK AVENUE,416,2,0,loc,4,0.756
203,28,9,study,ANDY SAMBERG,12,2,0,cel,1,0.76
203,28,10,study,BRYAN CRANSTON,42,2,0,cel,1,0.671
203,28,11,study,SARAH JESSICA PARKER,222,2,0,cel,3,0.732
203,28,12,study,BEN KINGSLEY,24,2,0,cel,4,0.754
203,28,13,study,BARCELONA CATHEDRAL,270,2,0,loc,4,0.59
203,28,14,study,ATOMIUM,268,2,0,loc,4,0.57
203,28,15,study,GRAND CENTRAL STATION,334,2,0,loc,1,0.821
203,28,16,study,CRATER LAKE,306,2,0,loc,4,0.818
203,28,17,study,PEACH,667,2,0,obj,4,0.769
203,28,18,study,PADLOCK,664,2,0,obj,4,0.549
203,28,19,study,TEAPOT,735,2,0,obj,1,0.595
203,28,20,study,SPORK,720,2,0,obj,4,0.484
203,28,21,study,MARTHA STEWART,175,2,0,cel,4,0.565
203,28,22,study,AL GORE,2,2,0,cel,4,0.694
203,28,23,study,JOAQUIN PHOENIX,130,2,0,cel,4,0.791
203,28,24,study,JENNIFER LAWRENCE,122,2,0,cel,4,0.927
203,28,1,recall,JENNIFER LAWRENCE,122,2,0,cel,4,0.927
203,28,2,recall,JOAQUIN PHOENIX,130,2,0,cel,4,0.791
203,28,3,recall,AL GORE,2,2,0,cel,4,0.694
203,28,4,recall,MARTHA STEWART,175,2,0,cel,4,0.565
203,28,5,recall,ANDY SAMBERG,12,2,0,cel,1,0.76
203,28,6,recall,BEN STILLER,25,2,0,cel,1,0.572
203,28,7,recall,BIRDHOUSE,535,2,0,obj,3,0.788
203,28,8,recall,SPORK,720,2,0,obj,4,0.484
203,28,9,recall,SHEA STADIUM,450,2,0,loc,4,0.874
203,28,10,recall,SARAH JESSICA PARKER,222,2,0,cel,3,0.732
203,28,11,recall,LIGHTER,642,2,0,,NaN,NaN
203,28,12,recall,LONDON DUNGEON,369,2,0,loc,4,1.751
203,29,1,study,PIERCE BROSNAN,203,2,2.5,cel,4,0.874
203,29,2,study,MERYL STREEP,180,2,2.5,cel,4,0.608
203,29,3,study,ELLEN PAGE,83,2,2.5,cel,3,0.798
203,29,4,study,PUMPKIN,685,2,2.5,obj,4,0.552
203,29,5,study,PILLOW,677,2,2.5,obj,4,0.64
203,29,6,study,SCALE,703,2,2.5,obj,4,0.612
203,29,7,study,PLATE,681,2,2.5,obj,4,0.464
203,29,8,study,SERENGETI PLAIN,447,2,2.5,loc,4,0.999
203,29,9,study,CHRYSLER BUILDING,296,2,2.5,loc,4,0.72
203,29,10,study,CAMDEN YARDS,283,2,2.5,loc,4,0.553
203,29,11,study,MACHU PICCHU,375,2,2.5,loc,4,0.546
203,29,12,study,PAPER BAG,665,2,2.5,obj,4,0.718
203,29,13,study,EASEL,584,2,2.5,obj,4,0.899
203,29,14,study,SLIPPERS,715,2,2.5,obj,4,0.508
203,29,15,study,COLANDER,565,2,2.5,obj,4,0.512
203,29,16,study,HOOVER DAM,346,2,2.5,loc,4,0.455
203,29,17,study,COVENT GARDEN,305,2,2.5,loc,2,0.997
203,29,18,study,GIZA PYRAMIDS,328,2,2.5,loc,1,0.763
203,29,19,study,PRADO MUSEUM,428,2,2.5,loc,2,0.784
203,29,20,study,ADAM SANDLER,1,2,2.5,cel,1,0.592
203,29,21,study,NICOLAS CAGE,191,2,2.5,cel,4,0.948
203,29,22,study,JAMIE FOXX,116,2,2.5,cel,2,0.889
203,29,23,study,SHAQUILLE O'NEAL,227,2,2.5,cel,4,0.776
203,29,24,study,ANDRE AGASSI,11,2,2.5,cel,4,0.464
203,29,1,recall,ANDRE AGASSI,11,2,2.5,cel,4,0.464
203,29,2,recall,SHAQUILLE O'NEAL,227,2,2.5,cel,4,0.776
203,29,3,recall,ADAM SANDLER,1,2,2.5,cel,1,0.592
203,29,4,recall,HOOVER DAM,346,2,2.5,loc,4,0.455
203,29,5,recall,PEACH,667,2,2.5,obj,4,0.769
203,29,6,recall,BRIEFCASE,546,2,2.5,obj,4,1.024
203,29,7,recall,PADLOCK,664,2,2.5,obj,4,0.549
203,29,8,recall,SERENGETI PLAIN,447,2,2.5,loc,4,0.999
203,29,9,recall,GIZA PYRAMIDS,328,2,2.5,loc,1,0.763
203,29,10,recall,NICOLAS CAGE,191,2,2.5,cel,4,0.948
203,30,1,study,BACKPACK,521,2,7.5,obj,4,0.842
203,30,2,study,KETCHUP,626,2,7.5,obj,1,0.94
203,30,3,study,HIGHLIGHTER,617,2,7.5,obj,4,0.568
203,30,4,study,PIN,680,2,7.5,obj,4,0.712
203,30,5,study,DANE COOK,63,2,7.5,cel,1,0.77
203,30,6,study,LINDSAY LOHAN,168,2,7.5,cel,4,0.623
203,30,7,study,MICK JAGGER,184,2,7.5,cel,1,0.721
203,30,8,study,AUDREY TATOU,20,2,7.5,cel,4,0.637
203,30,9,study,COLOGNE CATHEDRAL,301,2,7.5,loc,4,0.689
203,30,10,study,OLD FAITHFUL,409,2,7.5,loc,4,0.382
203,30,11,study,TOWER OF PISA,480,2,7.5,loc,1,0.699
203,30,12,study,VIETNAM MEMORIAL,492,2,7.5,loc,4,0.874
203,30,13,study,MONTEGO BAY,390,2,7.5,loc,4,0.741
203,30,14,study,KEVIN SPACEY,157,2,7.5,cel,4,0.815
203,30,15,study,RICKY GERVAIS,213,2,7.5,cel,1,0.688
203,30,16,study,CHER,47,2,7.5,cel,4,0.541
203,30,17,study,JENNIFER ANISTON,121,2,7.5,cel,4,0.923
203,30,18,study,CANCUN,284,2,7.5,loc,1,0.96
203,30,19,study,SUPERDOME,466,2,7.5,loc,4,0.699
203,30,20,study,SEA WORLD,446,2,7.5,loc,4,0.79
203,30,21,study,LEAF,636,2,7.5,obj,1,0.859
203,30,22,study,PROJECTOR,684,2,7.5,obj,4,0.83
203,30,23,study,GLASS,602,2,7.5,obj,4,0.485
203,30,24,study,HAT,613,2,7.5,obj,1,0.729
203,30,1,recall,LEAF,636,2,7.5,obj,1,0.859
203,30,2,recall,PROJECTOR,684,2,7.5,obj,4,0.83
203,30,3,recall,HAT,613,2,7.5,obj,1,0.729
203,30,4,recall,RICKY GERVAIS,213,2,7.5,cel,1,0.688
203,30,5,recall,CHER,47,2,7.5,cel,4,0.541
203,30,6,recall,DANE COOK,63,2,7.5,cel,1,0.77
203,30,7,recall,KEVIN SPACEY,157,2,7.5,cel,4,0.815
203,30,8,recall,GLASS,602,2,7.5,obj,4,0.485
203,30,9,recall,TOWER OF PISA,480,2,7.5,loc,1,0.699
203,30,10,recall,OLD FAITHFUL,409,2,7.5,loc,4,0.382
203,31,1,study,PERFUME,672,2,0,obj,4,1.054
203,31,2,study,CAN,558,2,0,obj,1,0.71
203,31,3,study,PIANO,675,2,0,obj,1,0.902
203,31,4,study,SPRAY PAINT,721,2,0,obj,3,0.752
203,31,5,study,CHRIS ROCK,49,2,0,cel,1,0.749
203,31,6,study,CAMERON DIAZ,43,2,0,cel,4,0.489
203,31,7,study,PETER O'TOOLE,201,2,0,cel,4,0.72
203,31,8,study,JOHN LITHGOW,134,2,0,cel,4,0.972
203,31,9,study,LARRY KING,163,2,0,cel,4,0.93
203,31,10,study,KRONBORG CASTLE,358,2,0,loc,4,0.807
203,31,11,study,GLOBE THEATER,330,2,0,loc,3,1.163
203,31,12,study,WORLD WAR II MEMORIAL,506,2,0,loc,4,0.782
203,31,13,study,AMAZON RIVER,261,2,0,loc,1,0.894
203,31,14,study,PETRIFIED FOREST,420,2,0,loc,1,0.835
203,31,15,study,TENT,737,2,0,obj,4,0.752
203,31,16,study,BOX,544,2,0,obj,3,0.991
203,31,17,study,HIGH CHAIR,616,2,0,obj,4,0.745
203,31,18,study,BICYCLE,533,2,0,obj,1,0.482
203,31,19,study,PAUL MCCARTNEY,199,2,0,cel,1,0.761
203,31,20,study,TOM HANKS,245,2,0,cel,1,0.682
203,31,21,study,DONALD RUMSFELD,78,2,0,cel,4,0.638
203,31,22,study,FLORIDA KEYS,320,2,0,loc,1,1.202
203,31,23,study,BRANDENBURG GATE,276,2,0,loc,4,0.63
203,31,24,study,BOSTON COMMON,274,2,0,loc,4,0.552
203,31,1,recall,BOSTON COMMON,274,2,0,loc,4,0.552
203,31,2,recall,GOLDEN GATE BRIDGE,331,2,0,,NaN,NaN
203,31,3,recall,TOM HANKS,245,2,0,cel,1,0.682
203,31,4,recall,PAUL MCCARTNEY,199,2,0,cel,1,0.761
203,31,5,recall,JOHN LITHGOW,134,2,0,cel,4,0.972
203,31,6,recall,WORLD WAR II MEMORIAL,506,2,0,loc,4,0.782
203,31,7,recall,CHRIS ROCK,49,2,0,cel,1,0.749
203,32,1,study,MEXICO CITY,384,2,7.5,loc,4,0.965
203,32,2,study,FORT KNOX,322,2,7.5,loc,3,1.238
203,32,3,study,EIFFEL TOWER,313,2,7.5,loc,2,1.137
203,32,4,study,JOHN TRAVOLTA,136,2,7.5,cel,1,0.881
203,32,5,study,PARIS HILTON,197,2,7.5,cel,4,0.784
203,32,6,study,DAVID DUCHOVNY,69,2,7.5,cel,4,0.709
203,32,7,study,REMOTE,692,2,7.5,obj,4,0.571
203,32,8,study,SHOE,711,2,7.5,obj,4,0.417
203,32,9,study,TOWEL,745,2,7.5,obj,4,0.503
203,32,10,study,ROCK AND ROLL HALL OF FAME,434,2,7.5,loc,1,1.014
203,32,11,study,ACADIA PARK,257,2,7.5,loc,4,0.729
203,32,12,study,GRAND OLE OPRY,335,2,7.5,loc,1,0.836
203,32,13,study,HARRODS,342,2,7.5,loc,4,0.844
203,32,14,study,SMOKY MOUNTAINS,456,2,7.5,loc,4,0.768
203,32,15,study,JAMES FRANCO,115,2,7.5,cel,4,0.824
203,32,16,study,LUCY LIU,172,2,7.5,cel,4,0.592
203,32,17,study,MIKE TYSON,186,2,7.5,cel,4,0.582
203,32,18,study,JAY-Z,119,2,7.5,cel,1,0.6
203,32,19,study,CLAIRE DANES,53,2,7.5,cel,4,0.507
203,32,20,study,FAUCET,587,2,7.5,obj,4,0.561
203,32,21,study,BANANA,523,2,7.5,obj,2,0.971
203,32,22,study,BARCODE SCANNER,526,2,7.5,obj,4,0.505
203,32,23,study,WALLET,758,2,7.5,obj,4,0.592
203,32,24,study,GUITAR,609,2,7.5,obj,1,0.647
203,32,1,recall,GUITAR,609,2,7.5,obj,1,0.647
203,32,2,recall,WALLET,758,2,7.5,obj,4,0.592
203,32,3,recall,CLAIRE DANES,53,2,7.5,cel,4,0.507
203,32,4,recall,MIKE TYSON,186,2,7.5,cel,4,0.582
203,32,5,recall,JAMES FRANCO,115,2,7.5,cel,4,0.824
203,32,6,recall,BARCODE SCANNER,526,2,7.5,obj,4,0.505
203,33,1,study,NATIONAL AQUARIUM,401,2,2.5,loc,4,1.249
203,33,2,study,DOME OF THE ROCK,312,2,2.5,loc,3,1.522
203,33,3,study,COLOSSEUM,303,2,2.5,loc,1,0.718
203,33,4,study,METLIFE BUILDING,383,2,2.5,loc,3,0.862
203,33,5,study,JACK NICHOLSON,112,2,2.5,cel,1,0.708
203,33,6,study,BRITNEY SPEARS,39,2,2.5,cel,1,1.078
203,33,7,study,DRAKE,80,2,2.5,cel,3,0.852
203,33,8,study,OPRAH WINFREY,194,2,2.5,cel,4,0.77
203,33,9,study,ANGELINA JOLIE,13,2,2.5,cel,1,0.718
